index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by
547,402-4976284-7401969,4/30/2022,Cancelled,Amazon,Amazon.in,Expedited,SET131,SET131-KR-NP-A-XXL,Set,XXL,B07WPVB9GJ,Cancelled,0,,,ROHTAK,HARYANA,124001,IN,,FALSE,
548,404-7724638-9574745,4/30/2022,Cancelled,Amazon,Amazon.in,Expedited,J0157,J0157-DR-S,Western Dress,S,B0982ZDZ8K,Unshipped,1,INR,588,VISAKHAPATNAM,ANDHRA PRADESH,530016,IN,,FALSE,
549,408-9182064-6638723,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET203,SET203-KR-DPT-S,Set,S,B08MYT94FH,Shipped,1,INR,449,CHENNAI,TAMIL NADU,600089,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
550,171-9163388-0505130,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET098,SET098-KR-PP-XL,Set,XL,B07X3N4X66,Shipped,1,INR,696,BHATPARA,WEST BENGAL,743127,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
551,171-4737030-9245958,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3614,JNE3614-KR-M,kurta,M,B09811QMHB,Shipped,1,INR,459,Palampur,HIMACHAL PRADESH,176092,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
552,402-3889665-2309117,4/30/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0201,J0201-TP-L,Top,L,B0965LLRJW,Shipped,1,INR,625,PUNE,MAHARASHTRA,411001,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4;Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4;Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO;Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62;Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI;Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG;Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE;Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM;Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42;Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4;Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,FALSE,Easy Ship
553,404-0489249-5004350,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXXL,Set,3XL,B0894Y3VBB,Shipped,1,INR,654,KANPUR,UTTAR PRADESH,208017,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
554,402-5795462-7785129,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400074,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
555,402-1771710-8988341,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET201,SET201-KR-NP-A-XXL,Set,XXL,B08L93NLLX,Shipped,1,INR,595,CHENNAI,TAMIL NADU,600128,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
556,407-8782240-5186712,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597,NASHIK,MAHARASHTRA,422101,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
557,406-1146171-5116306,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,NW030,NW030-TP-PJ-XXL,Set,XXL,B09G2R8XLM,Shipped,1,INR,582,NEW DELHI,DELHI,110058,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
558,405-4454054-5598720,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET273,SET273-KR-NP-XXXL,Set,3XL,B094FR18C5,Shipped,1,INR,612,MUMBAI,MAHARASHTRA,400042,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
559,405-0904566-9930731,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-M,Set,M,B0894XH3LN,Shipped,1,INR,654,GREATER NOIDA,UTTAR PRADESH,201308,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
560,405-2826187-6916328,4/30/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3690,JNE3690-TU-L,Top,L,B094FKG8H7,Shipped,1,INR,518,NEW DELHI,DELHI,110075,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4;Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4;Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO;Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62;Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI;Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG;Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE;Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM;Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42;Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4;Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,FALSE,Easy Ship
561,404-5926144-0737167,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0247,J0247-SKD-S,Set,S,B09KXTGM1Y,Shipped,1,INR,820,PICHHORE SHIVPURI DISTRICT,MADHYA PRADESH,473995,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
562,407-0010438-9058746,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET347,SET347-KR-NP-XXXL,Set,3XL,B09RKF5R8S,Shipped,1,INR,801,LUCKNOW,UTTAR PRADESH,226025,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
563,405-7730926-6032325,4/30/2022,Cancelled,Merchant,Amazon.in,Standard,J0386,J0386-KR-XXXL,kurta,3XL,B09YYLFCP2,,0,,,SIKANDARABAD INDUSTRIAL AREA,UTTAR PRADESH,203205,IN,,FALSE,Easy Ship
564,171-6907664-7672347,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400098,IN,,FALSE,
565,404-0072596-3665116,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0342,J0342-TP-L,Top,L,B099S9MMY4,Shipped,1,INR,540,THIRUVANANTHAPURAM,KERALA,695005,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
566,406-8833813-9606757,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET363,SET363-KR-NP-L,Set,L,B09TH68L97,Shipped,1,INR,1338,MAVELIKKARA,KERALA,690107,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
567,408-3892272-6235562,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0342,J0342-TP-M,Top,M,B099S91TCS,Shipped,1,INR,540,KOLKATA,WEST BENGAL,700022,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
568,171-9584070-4172351,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0198,J0198-TP-XXXL,Top,3XL,B0986XCKXN,Shipped,1,INR,625,HYDERABAD,TELANGANA,500032,IN,,FALSE,
569,402-1220435-6391519,4/30/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3500,JNE3500-KR-XXL,kurta,XXL,B09812JNRT,Shipped,1,INR,364,THANE,MAHARASHTRA,400615,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62;Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG;Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE;Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM;Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42;Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4;Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY;Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4;Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS;Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292,FALSE,Easy Ship
570,404-5137687-4471546,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3510,JNE3510-KR-XL,kurta,XL,B08WPZ1N4Z,Shipped,1,INR,429,BILASPUR,CHHATTISGARH,495001,IN,,FALSE,
571,171-0065908-0641927,4/30/2022,Cancelled,Amazon,Amazon.in,Expedited,J0005,J0005-DR-XXL,Western Dress,XXL,B08B3GTC12,Unshipped,1,INR,899,MYSURU,KARNATAKA,570001,IN,,FALSE,
572,403-3416641-9569165,4/30/2022,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXL,Set,XXL,B0894XKVH3,Cancelled,0,,,QADIAN,PUNJAB,143516,IN,,FALSE,
573,404-1694926-5861958,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET360,SET360-KR-NP-XXL,Set,XXL,B09QJNWJJW,Shipped,1,INR,1126,BHUBANESWAR,ODISHA,751021,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
574,402-5767256-6281114,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-S,Set,S,B0822T2BM8,Shipped,1,INR,788,KALABURGI,KARNATAKA,585101,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
575,403-3410267-0750719,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-XS,Top,XS,B08ZJ2CB3B,Shipped,1,INR,432,NAGPUR,MAHARASHTRA,440003,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
576,403-9122678-2549117,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXL,kurta,XXL,B082W8RWN1,Shipped,1,INR,376,Rangareddy,TELANGANA,509327,IN,,FALSE,
577,402-7676083-2016323,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-M,Western Dress,M,B09SDY8DCT,Shipped,1,INR,725,HYDERABAD,TELANGANA,500089,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
578,404-7830524-8312347,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-S,Western Dress,S,B099NR7612,Shipped,1,INR,744,HYDERABAD,TELANGANA,500013,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
579,402-5917367-0340362,4/30/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0416,J0416-DR-S,Western Dress,S,B09TXYX9Y8,Shipped,1,INR,825,Ahmedabad,Gujarat,380054,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62;Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG;Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE;Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM;Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42;Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4;Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY;VPC-44571-41445527 Coupon;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,FALSE,Easy Ship
580,408-7154712-8009957,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,CHENNAI,TAMIL NADU,600063,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
581,402-6250862-8853945,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET310,SET310-KR-NP-XXL,Set,XXL,B09RKDLD1W,Shipped,1,INR,1213,DHARMANAGAR,TRIPURA,799250,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
582,406-0002738-2742749,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET188,SET188-KR-NP-XS,Set,XS,B08KRNQ6VJ,Shipped,1,INR,680,JAIPUR,RAJASTHAN,302012,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
583,403-6658095-6765934,4/30/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0096,J0096-KR-XS,kurta,XS,B089FZXRFW,Shipped,1,INR,568,Jhajjar,HARYANA,124103,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62;Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG;Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE;Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM;Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42;Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4;Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,FALSE,Easy Ship
584,402-7304691-3952343,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET323,SET323-KR-NP-XXL,Set,XXL,B09NDKZQWW,Shipped,1,INR,939,HYDERABAD,TELANGANA,500005,IN,,FALSE,
585,407-6959497-7065133,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0300,J0300-TP-XXXL,Top,3XL,B099S7RDLZ,Shipped,1,INR,279,BENGALURU,KARNATAKA,560105,IN,,FALSE,
586,406-0117804-3287554,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,PJNE3405,PJNE3405-KR-N-5XL,kurta,5XL,B09LD3PCNY,Shipped,1,INR,487,JAMSHEDPUR,JHARKHAND,831005,IN,,FALSE,
587,407-9183800-1013951,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,PJNE2100,PJNE2100-KR-N-5XL,kurta,5XL,B09LD59CMC,Shipped,1,INR,458,VADODARA,Gujarat,390016,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
588,405-0930056-6437111,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,PJNE3068,PJNE3068-KR-5XL,kurta,5XL,B09M768PCX,Shipped,1,INR,692,MEERUT,UTTAR PRADESH,250001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
589,405-7472210-7516334,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0196,J0196-TP-XXL,Top,XXL,B094FK6BKH,Shipped,1,INR,469,HYDERABAD,TELANGANA,500089,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
590,408-4366006-6437145,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXXL,kurta,3XL,B081WZ4T3V,Shipped,1,INR,399,GHAZIABAD,UTTAR PRADESH,201012,IN,Duplicated AYTJSBA8ZOP16 1567159860988,FALSE,
591,403-3676854-5721945,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET187,SET187-KR-DH-XL,Set,XL,B08B415N6S,Shipped,1,INR,599,GORAKHPUR,UTTAR PRADESH,273004,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
592,408-6618566-0057120,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET389,SET389-KR-NP-XL,Set,XL,B09KXW4WQC,Shipped,1,INR,680,MUDBIDRI,KARNATAKA,574227,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
593,171-7822891-4076363,4/30/2022,Cancelled,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-XL,Set,XL,B0894X711G,Cancelled,0,,,VASCO DA GAMA,GOA,403802,IN,,FALSE,
594,406-3015774-3032307,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SAR040,SAR040,Saree,Free,B09J19LG67,Shipped,1,INR,989,NADIAD,Gujarat,387001,IN,,FALSE,
595,407-8925293-2306747,4/30/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0372,J0372-SKD-L,Set,L,B09K3T3BV4,Shipped,1,INR,1099,Janipur,JAMMU & KASHMIR,180007,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4;Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4;Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO;Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62;Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI;Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG;Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE;Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM;Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42;Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4;Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,FALSE,Easy Ship
596,402-7386453-2621962,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0157,J0157-DR-S,Western Dress,S,B0982ZDZ8K,Shipped,1,INR,588,Nagpur,MAHARASHTRA,440015,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
597,405-7939580-3974740,4/30/2022,Cancelled,Amazon,Amazon.in,Expedited,J0376,J0376-SKD-S,Set,S,B09QJ3BDVW,Unshipped,1,INR,999,GHAZIABAD,UTTAR PRADESH,201009,IN,,FALSE,
598,402-1304000-3677964,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3518,JNE3518-KR-M,kurta,M,B08XW581QN,Shipped,1,INR,487,HYDERABAD,TELANGANA,500006,IN,,FALSE,
599,403-7294367-8346767,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0095,J0095-SET-XXXL,Set,3XL,B08CMV6SCJ,Shipped,1,INR,653,VISAKHAPATNAM,ANDHRA PRADESH,530027,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
600,403-7294367-8346767,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,NW004,NW004-TP-PJ-XXXL,Set,3XL,B0922T745K,Shipped,1,INR,496,VISAKHAPATNAM,ANDHRA PRADESH,530027,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
601,406-3069661-8992322,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0167,J0167-KR-S,kurta,S,B08QGPXDMY,Shipped,1,INR,319,KANPURKanpur,UTTAR PRADESH,208013,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
602,405-6917473-7822701,4/30/2022,Cancelled,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XXXL,Set,3XL,B09NDHQMKC,Cancelled,0,,,HYDERABAD,TELANGANA,500098,IN,,FALSE,
603,405-2853362-9249968,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-S,Set,S,B08XNJ19QH,Shipped,1,INR,1112,BENGALURU,KARNATAKA,560064,IN,,FALSE,
604,408-5685967-2798764,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-S,kurta,S,B08BF4GQ9V,Shipped,1,INR,517,Hamirpur,UTTAR PRADESH,210504,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
605,407-1521483-6236364,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-M,Set,M,B09NQ3TN2T,Shipped,1,INR,597,CHENNAI,TAMIL NADU,600086,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
606,407-3192826-3199543,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET356,SET356-KR-NP-L,Set,L,B09QJ484TV,Shipped,1,INR,1099,AMRITSAR,PUNJAB,143001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
607,405-6680529-6046716,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3618,JNE3618-KR-M,kurta,M,B091Q9Q34N,Shipped,1,INR,375,NEW DELHI,DELHI,110039,IN,,FALSE,
608,407-3789221-2643524,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-XXXL,kurta,3XL,B08BFVXK6N,Shipped,1,INR,517,COIMBATORE,TAMIL NADU,641037,IN,,FALSE,
609,171-0201364-0214715,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET293,SET293-KR-NP-XXL,Set,XXL,B09K3QVXBS,Shipped,1,INR,692,PALI,RAJASTHAN,306401,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
610,404-5782230-8762723,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-XXL,kurta,XXL,B08BFT4ZKX,Shipped,1,INR,486,BASSEIN,MAHARASHTRA,401201,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
